event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night,randy brown,wellington turman,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Andrew Glenn,0,64,134,0.47,78,156,0.5,2,2,1.0,0,0,167,18,5,33.0,190.5,77.11,198.12,Orthodox,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,0,55,105,0.52,96,153,0.63,0,5,0.0,0,0,185,18,8,27.0,182.88,77.11,182.88,Orthodox,3.23,4.17,0.51,0.2,0.45,0.42,0.8,1.55,0,9,29,-0.05,-18,3,-0.13,2,-3,1.0,0,0,-18,0,-3,6.0,7.620000000000003,0.0,15.240000000000007,1.14,-0.84,-0.05,0.19,0.09,0.32,-0.3,-0.77
UFC 284,jack della maddalena,randy brown,Red,Welterweight,0,Men,Submission,1,3,133,Marc Goddard,1,14,31,0.45,18,35,0.51,0,0,0.0,1,0,15,17,2,27.0,180.34,77.11,185.42,Switch,6.74,4.27,0.53,0.16,0.66,0.7,0.2,0.21,0,11,39,0.28,11,39,0.28,0,0,0.0,0,0,0,18,5,33.0,190.5,77.11,198.12,Orthodox,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,1,3,-8,0.1699999999999999,7,-4,0.2299999999999999,0,0,0.0,1,0,15,-1,-3,-6.0,-10.16,0.0,-12.7,2.37,0.9399999999999996,0.07,-0.23,0.12,-0.04,-0.3,-0.57
UFC Fight Night,matt brown,dhiego lima,Red,Welterweight,0,Men,KO/TKO,2,3,182,Herb Dean,1,27,49,0.55,30,52,0.58,0,0,0.0,0,0,0,26,19,43.0,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,23,54,0.42,23,54,0.43,0,4,0.0,0,0,52,17,9,35.0,187.96,77.11,190.5,Orthodox,3.12,3.88,0.39,0.34,0.58,0.73,0.6,1.26,1,4,-5,0.13,7,-2,0.1499999999999999,0,-4,0.0,0,0,-52,9,10,8.0,-5.08,0.0,0.0,0.6399999999999997,-0.96,0.16,0.12,-0.03,-0.1,0.7000000000000001,0.4199999999999999
UFC Fight Night,kai kamaka,tj brown,Blue,Featherweight,0,Men,Decision - Split,3,3,300,Jason Herzog,1,61,128,0.47,85,155,0.55,1,1,1.0,0,0,338,8,4,29.0,170.18,65.77,175.26,Orthodox,4.96,5.29,0.57,0.58,0.55,0.52,0.3,1.93,0,82,211,0.38,110,243,0.45,2,4,0.5,1,0,36,17,11,33.0,175.26,65.77,182.88,Switch,3.37,2.89,0.44,0.57,0.49,0.36,1.3,3.41,1,-21,-83,0.09,-25,-88,0.1,-1,-3,0.5,-1,0,302,-9,-7,-4.0,-5.08,0.0,-7.62,1.59,2.4,0.1299999999999999,0.01,0.06,0.16,-1.0,-1.48
UFC 221,damien brown,dong hyun ma,Blue,Lightweight,0,Men,Decision - Split,3,3,300,John Sharp,0,46,123,0.37,46,123,0.37,0,0,0.0,0,0,0,17,12,39.0,177.8,70.31,172.72,Orthodox,3.66,4.86,0.38,0.27,0.5,0.53,0.7,0.68,0,67,153,0.43,68,154,0.44,0,0,0.0,0,0,0,16,11,35.0,180.34,70.31,177.8,Orthodox,2.84,4.1,0.41,0.53,0.54,0.33,0.0,1.27,0,-21,-30,-0.06,-22,-31,-0.07,0,0,0.0,0,0,0,1,1,4.0,-2.54,0.0,-5.08,0.8200000000000003,0.7600000000000007,-0.03,-0.26,-0.04,0.2,0.7,-0.59
UFC Fight Night,damien brown,frank camacho,Blue,Lightweight,0,Men,Decision - Split,3,3,300,John Sharp,0,104,251,0.41,115,263,0.44,2,7,0.28,1,0,132,17,12,39.0,177.8,70.31,172.72,Orthodox,3.66,4.86,0.38,0.27,0.5,0.53,0.7,0.68,0,154,299,0.51,212,360,0.59,1,5,0.2,0,1,138,22,10,34.0,177.8,70.31,185.42,Orthodox,6.56,7.44,0.46,0.31,0.51,0.73,0.0,1.11,0,-50,-48,-0.1,-97,-97,-0.15,1,2,0.08,1,-1,-6,-5,2,5.0,0.0,0.0,-12.7,-2.9,-2.58,-0.08,-0.04,-0.01,-0.2,0.7,-0.43
UFC 208,randy brown,belal muhammad,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Yves Lavigne,0,52,145,0.35,65,158,0.41,0,0,0.0,0,1,26,18,5,33.0,190.5,77.11,198.12,Orthodox,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,0,71,152,0.46,135,236,0.57,2,5,0.4,0,0,353,23,3,35.0,180.34,77.11,182.88,Orthodox,4.55,3.64,0.43,0.35,0.57,0.93,0.2,1.98,0,-19,-7,-0.11,-70,-78,-0.16,-2,-5,-0.4,0,1,-327,-5,2,-2.0,10.159999999999997,0.0,15.240000000000007,-0.18,-0.31,0.03,0.04,-0.03,-0.19,0.3,-1.2
UFC 198,demian maia,matt brown,Red,Welterweight,0,Men,Submission,3,3,271,Mario Yamasaki,0,17,20,0.85,91,110,0.83,3,10,0.3,2,0,723,28,11,46.0,185.42,77.11,182.88,Southpaw,1.8,2.07,0.43,0.24,0.63,0.61,1.0,2.49,0,10,23,0.43,29,46,0.63,0,0,0.0,0,1,59,26,19,43.0,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,7,-3,0.42,62,64,0.1999999999999999,3,10,0.3,2,-1,664,2,-8,3.0,2.539999999999992,0.0,-7.62,-1.96,-0.85,-0.12,-0.22,0.08,-0.02,-0.3,0.8100000000000003
UFC on FOX,matt dwyer,randy brown,Blue,Welterweight,0,Men,Decision - Unanimous,3,3,300,Liam Kerrigan,0,46,97,0.47,50,101,0.5,1,8,0.12,0,0,172,9,4,34.0,193.04,77.11,193.04,Orthodox,2.57,3.24,0.34,0.1,0.54,0.6,0.0,0.44,0,48,108,0.44,61,122,0.5,1,4,0.25,1,0,209,18,5,33.0,190.5,77.11,198.12,Orthodox,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,0,-2,-11,0.03,-11,-21,0.0,0,4,-0.13,-1,0,-37,-9,-1,1.0,2.539999999999992,0.0,-5.08,-1.8,-0.09,-0.12,-0.29,0.0,-0.14,-0.5,-0.34
UFC Fight Night,travis browne,matt mitrione,Red,Heavyweight,0,Men,KO/TKO,3,3,249,Gary Forman,0,51,114,0.44,61,124,0.49,2,3,0.66,0,0,166,18,7,41.0,198.12,115.67,200.66,Orthodox,2.93,4.31,0.41,0.68,0.42,0.75,0.2,1.21,1,27,61,0.44,28,62,0.45,0,1,0.0,0,0,0,12,5,45.0,190.5,120.2,208.28,Switch,3.55,2.79,0.5,0.0,0.64,0.55,0.7,0.0,-1,24,53,0.0,33,62,0.04,2,2,0.66,0,0,166,6,2,-4.0,7.620000000000003,-4.53,-7.62,-0.62,1.5199999999999996,-0.09,0.68,-0.22,0.1999999999999999,-0.5,1.21
UFC Fight Night,felice herrig,karolina kowalkiewicz,Blue,Women's Strawweight,0,Women,Submission,2,3,241,Mark Smith,0,55,122,0.45,59,126,0.47,0,2,0.0,0,0,1,14,10,39.0,162.56,52.16,165.1,Orthodox,3.84,5.19,0.37,0.28,0.48,0.75,0.8,1.08,0,82,123,0.66,102,146,0.7,0,2,0.0,2,0,190,16,7,38.0,160.02,52.16,162.56,Orthodox,5.92,5.55,0.43,0.26,0.59,0.74,0.2,0.36,0,-27,-1,-0.21,-43,-20,-0.23,0,0,0.0,-2,0,-189,-2,3,1.0,2.539999999999992,0.0,2.539999999999992,-2.08,-0.36,-0.06,0.02,-0.11,0.01,0.6000000000000001,0.7200000000000001
UFC 223,karolina kowalkiewicz,felice herrig,Red,Women's Strawweight,0,Women,Decision - Split,3,3,300,Keith Peterson,0,126,248,0.5,140,262,0.53,0,3,0.0,0,1,71,16,7,38.0,160.02,52.16,162.56,Orthodox,5.92,5.55,0.43,0.26,0.59,0.74,0.2,0.36,0,86,216,0.39,97,228,0.43,0,5,0.0,0,0,105,14,10,39.0,162.56,52.16,165.1,Orthodox,3.84,5.19,0.37,0.28,0.48,0.75,0.8,1.08,0,40,32,0.1099999999999999,43,34,0.1,0,-2,0.0,0,1,-34,2,-3,-1.0,-2.54,0.0,-2.54,2.08,0.3599999999999994,0.06,-0.02,0.1099999999999999,-0.01,-0.6,-0.72
UFC 252,stipe miocic,daniel cormier,Red,UFC Heavyweight Title,1,Men,Decision - Unanimous,5,5,300,Marc Goddard,1,115,187,0.61,171,244,0.7,0,6,0.0,0,0,352,20,4,41.0,193.04,108.86,203.2,Orthodox,4.82,3.82,0.53,0.34,0.54,0.68,0.0,1.86,0,105,183,0.57,145,223,0.65,1,2,0.5,0,0,53,22,3,45.0,180.34,106.59,182.88,Orthodox,4.25,2.92,0.52,0.44,0.54,0.8,0.4,1.83,1,10,4,0.04,26,21,0.05,-1,4,-0.5,0,0,299,-2,1,-4.0,12.699999999999989,2.269999999999996,20.319999999999997,0.5700000000000003,0.8999999999999999,0.01,-0.1,0.0,-0.12,-0.4,0.03
UFC 241,daniel cormier,stipe miocic,Blue,UFC Heavyweight Title,1,Men,KO/TKO,4,5,249,Herb Dean,0,181,263,0.68,230,317,0.73,1,3,0.33,0,0,181,22,3,45.0,180.34,106.59,182.88,Orthodox,4.25,2.92,0.52,0.44,0.54,0.8,0.4,1.83,1,123,229,0.53,135,244,0.55,1,3,0.33,0,0,91,20,4,41.0,193.04,108.86,203.2,Orthodox,4.82,3.82,0.53,0.34,0.54,0.68,0.0,1.86,-1,58,34,0.15,95,73,0.1799999999999999,0,0,0.0,0,0,90,2,-1,4.0,-12.7,-2.27,-20.32,-0.57,-0.9,-0.01,0.1,0.0,0.12,0.4,-0.03
UFC 226,stipe miocic,daniel cormier,Blue,UFC Heavyweight Title,1,Men,KO/TKO,1,5,273,Marc Goddard,0,24,51,0.47,29,56,0.52,1,1,1.0,0,0,80,20,4,41.0,193.04,108.86,203.2,Orthodox,4.82,3.82,0.53,0.34,0.54,0.68,0.0,1.86,1,25,37,0.67,31,43,0.72,0,0,0.0,0,0,6,22,3,45.0,180.34,106.59,182.88,Orthodox,4.25,2.92,0.52,0.44,0.54,0.8,0.4,1.83,-1,-1,14,-0.2,-2,13,-0.2,1,1,1.0,0,0,74,-2,1,-4.0,12.699999999999989,2.269999999999996,20.319999999999997,0.5700000000000003,0.8999999999999999,0.01,-0.1,0.0,-0.12,-0.4,0.03
UFC 268,kamaru usman,colby covington,Red,UFC Welterweight Title,1,Men,Decision - Unanimous,5,5,300,Dan Miragliotta,2,123,293,0.41,158,336,0.47,1,1,1.0,0,0,76,20,4,36.0,182.88,77.11,193.04,Switch,4.36,2.74,0.52,0.45,0.54,0.89,0.1,2.82,0,107,281,0.38,119,298,0.4,0,11,0.0,0,0,114,17,4,36.0,180.34,77.11,182.88,Orthodox,3.88,2.98,0.38,0.44,0.55,0.67,0.2,3.79,2,16,12,0.03,39,38,0.07,1,-10,1.0,0,0,-38,3,0,0.0,2.539999999999992,0.0,10.159999999999997,0.4800000000000004,-0.24,0.14,0.01,-0.01,0.2199999999999999,-0.1,-0.97
UFC 245,kamaru usman,colby covington,Red,UFC Welterweight Title,1,Men,KO/TKO,5,5,250,Marc Goddard,2,175,360,0.48,175,360,0.49,0,0,0.0,0,0,11,20,4,36.0,182.88,77.11,193.04,Switch,4.36,2.74,0.52,0.45,0.54,0.89,0.1,2.82,0,143,395,0.36,143,395,0.36,0,0,0.0,0,0,0,17,4,36.0,180.34,77.11,182.88,Orthodox,3.88,2.98,0.38,0.44,0.55,0.67,0.2,3.79,2,32,-35,0.12,32,-35,0.13,0,0,0.0,0,0,11,3,0,0.0,2.539999999999992,0.0,10.159999999999997,0.4800000000000004,-0.24,0.14,0.01,-0.01,0.2199999999999999,-0.1,-0.97
UFC 251,jessica andrade,rose namajunas,Blue,Women's Strawweight,0,Women,Decision - Split,3,3,300,Daniel Movahedi,0,71,205,0.34,79,213,0.37,1,3,0.33,0,0,29,25,12,32.0,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,82,235,0.34,82,235,0.35,0,1,0.0,0,0,0,13,6,31.0,165.1,56.7,165.1,Orthodox,3.69,3.51,0.41,0.47,0.63,0.59,0.5,1.38,0,-11,-30,0.0,-3,-22,0.02,1,2,0.33,0,0,29,12,6,1.0,-10.16,-4.54,-7.62,2.98,1.8500000000000003,0.09,0.07,-0.09,0.13,-0.1,1.0700000000000005
UFC 237,rose namajunas,jessica andrade,Blue,UFC Women's Strawweight Title,1,Women,KO/TKO,2,5,178,Marc Goddard,1,55,125,0.44,55,125,0.44,0,2,0.0,1,0,29,13,6,31.0,165.1,56.7,165.1,Orthodox,3.69,3.51,0.41,0.47,0.63,0.59,0.5,1.38,0,47,105,0.44,49,107,0.46,2,4,0.5,0,0,38,25,12,32.0,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,1,8,20,0.0,6,18,-0.02,-2,-2,-0.5,1,0,-9,-12,-6,-1.0,10.159999999999997,4.540000000000006,7.620000000000003,-2.98,-1.85,-0.09,-0.07,0.09,-0.13,0.1,-1.07
UFC 271,israel adesanya,robert whittaker,Red,UFC Middleweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,1,79,169,0.46,98,188,0.52,0,0,0.0,0,0,0,24,3,34.0,193.04,83.91,203.2,Switch,3.93,3.11,0.48,0.14,0.56,0.77,0.1,0.05,0,59,136,0.43,74,151,0.49,4,10,0.4,0,0,220,26,7,33.0,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0.0,0.81,1,20,33,0.03,24,37,0.03,-4,-10,-0.4,0,0,-220,-2,-4,1.0,10.159999999999997,0.0,17.78,-0.64,-0.34,0.06,-0.24,-0.03,-0.05,0.1,-0.76
UFC 243,robert whittaker,israel adesanya,Blue,UFC Middleweight Title,1,Men,KO/TKO,2,5,213,Marc Goddard,0,32,116,0.27,32,116,0.28,0,0,0.0,0,0,0,26,7,33.0,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0.0,0.81,2,40,95,0.42,40,95,0.42,0,0,0.0,0,0,4,24,3,34.0,193.04,83.91,203.2,Switch,3.93,3.11,0.48,0.14,0.56,0.77,0.1,0.05,-2,-8,21,-0.15,-8,21,-0.14,0,0,0.0,0,0,-4,2,4,-1.0,-10.16,0.0,-17.78,0.6400000000000001,0.3400000000000003,-0.06,0.24,0.0299999999999999,0.05,-0.1,0.76
UFC Fight Night,danny roberts,claudio silva,Blue,Welterweight,0,Men,Submission,3,3,157,Kevin Sataki,0,26,45,0.57,29,48,0.6,0,0,0.0,0,3,191,18,8,36.0,185.42,77.11,187.96,Southpaw,3.18,3.73,0.39,0.09,0.5,0.57,0.2,0.24,0,19,38,0.5,35,56,0.62,3,5,0.6,4,0,373,14,4,41.0,180.34,77.11,180.34,Southpaw,2.48,3.0,0.42,0.26,0.46,0.44,1.1,2.85,0,7,7,0.07,-6,-8,-0.02,-3,-5,-0.6,-4,3,-182,4,4,-5.0,5.079999999999984,0.0,7.620000000000003,0.7000000000000002,0.73,-0.03,-0.17,0.04,0.1299999999999999,-0.9,-2.61
UFC Fight Night,mayra bueno silva,gillian robertson,Red,Women's Flyweight,0,Women,Submission,1,3,295,Camila Albuquerque,0,11,32,0.34,12,33,0.36,0,0,0.0,1,0,14,10,3,32.0,167.64,61.23,167.64,Orthodox,3.84,4.86,0.57,0.38,0.53,0.68,1.6,0.68,0,11,18,0.61,17,27,0.63,1,3,0.33,0,0,162,13,8,28.0,165.1,52.16,160.02,Orthodox,2.61,3.12,0.46,0.43,0.56,0.43,1.0,2.53,0,0,14,-0.27,-5,6,-0.27,-1,-3,-0.33,1,0,-148,-3,-5,4.0,2.539999999999992,9.07,7.619999999999976,1.23,1.7400000000000002,0.1099999999999999,-0.05,-0.03,0.25,0.6000000000000001,-1.85
UFC Fight Night,scott holtzman,mateusz gamrot,Blue,Lightweight,0,Men,KO/TKO,2,3,82,Jason Herzog,0,10,48,0.2,10,48,0.21,0,1,0.0,0,0,0,14,6,40.0,175.26,70.31,175.26,Orthodox,4.32,3.66,0.47,0.56,0.55,0.67,0.2,1.88,1,39,63,0.61,41,65,0.63,2,5,0.4,0,0,50,24,2,33.0,177.8,70.31,177.8,Southpaw,3.09,3.07,0.51,0.35,0.59,0.9,0.1,5.28,-1,-29,-15,-0.41,-31,-17,-0.42,-2,-4,-0.4,0,0,-50,-10,4,7.0,-2.54,0.0,-2.54,1.2300000000000004,0.5900000000000003,-0.04,0.21,-0.04,-0.23,0.1,-3.4
UFC Fight Night,scott holtzman,dong hyun ma,Red,Lightweight,0,Men,TKO - Doctor's Stoppage,2,3,300,Gasper Oliver,1,44,92,0.47,55,108,0.51,1,2,0.5,0,0,294,14,6,40.0,175.26,70.31,175.26,Orthodox,4.32,3.66,0.47,0.56,0.55,0.67,0.2,1.88,0,16,58,0.27,20,62,0.32,1,3,0.33,0,0,35,16,11,35.0,180.34,70.31,177.8,Orthodox,2.84,4.1,0.41,0.53,0.54,0.33,0.0,1.27,1,28,34,0.1999999999999999,35,46,0.19,0,-1,0.1699999999999999,0,0,259,-2,-5,5.0,-5.08,0.0,-2.54,1.4800000000000004,-0.44,0.06,0.03,0.01,0.34,0.2,0.6099999999999999
UFC 232,jon jones,alexander gustafsson,Red,UFC Light Heavyweight Title,1,Men,KO/TKO,3,5,122,Mike Beltran,0,59,102,0.57,63,106,0.59,1,5,0.2,0,0,89,27,1,36.0,193.04,112.49,213.36,Orthodox,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93,0,22,83,0.26,24,85,0.28,0,0,0.0,0,0,0,18,8,37.0,195.58,92.99,200.66,Orthodox,4.03,3.53,0.4,0.39,0.51,0.83,0.4,1.53,0,37,19,0.3099999999999999,39,21,0.3099999999999999,1,5,0.2,0,0,89,9,-7,-1.0,-2.54,19.5,12.700000000000015,0.2599999999999998,-1.31,0.1699999999999999,0.06,0.13,0.12,0.1,0.3999999999999999
UFC 165,jon jones,alexander gustafsson,Red,UFC Light Heavyweight Title,1,Men,Decision - Unanimous,5,5,300,John McCarthy,0,134,217,0.61,137,220,0.62,1,11,0.09,0,0,59,27,1,36.0,193.04,112.49,213.36,Orthodox,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93,0,110,288,0.38,114,294,0.39,1,8,0.12,0,0,19,18,8,37.0,195.58,92.99,200.66,Orthodox,4.03,3.53,0.4,0.39,0.51,0.83,0.4,1.53,0,24,-71,0.2299999999999999,23,-74,0.2299999999999999,0,3,-0.03,0,0,40,9,-7,-1.0,-2.54,19.5,12.700000000000015,0.2599999999999998,-1.31,0.1699999999999999,0.06,0.13,0.12,0.1,0.3999999999999999
UFC 168,chris weidman,anderson silva,Red,UFC Middleweight Title,1,Men,KO/TKO,2,5,76,Herb Dean,1,20,44,0.45,34,60,0.57,1,1,1.0,1,0,262,15,7,39.0,187.96,83.91,198.12,Orthodox,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,0,8,15,0.53,32,45,0.71,0,0,0.0,0,0,0,34,11,48.0,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,1,12,29,-0.08,2,15,-0.14,1,1,1.0,1,0,262,-19,-4,-9.0,0.0,0.0,2.539999999999992,-0.07,1.2200000000000002,-0.18,-0.34,-0.1,-0.04,0.0,3.1
UFC 162,anderson silva,chris weidman,Blue,UFC Middleweight Title,1,Men,KO/TKO,2,5,78,Herb Dean,0,14,24,0.58,20,32,0.62,0,0,0.0,0,0,0,34,11,48.0,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,1,16,43,0.37,26,55,0.47,1,3,0.33,2,0,115,15,7,39.0,187.96,83.91,198.12,Orthodox,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,-1,-2,-19,0.2099999999999999,-6,-23,0.15,-1,-3,-0.33,-2,0,-115,19,4,9.0,0.0,0.0,-2.54,0.07,-1.22,0.18,0.34,0.1,0.0399999999999999,0.0,-3.1
UFC 200,jose aldo,frankie edgar,Red,UFC Interim Featherweight Title,1,Men,Decision - Unanimous,5,5,300,Marc Goddard,0,80,192,0.41,81,193,0.42,0,0,0.0,0,0,71,31,8,37.0,170.18,61.23,177.8,Orthodox,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,0,79,264,0.29,81,267,0.3,0,11,0.0,0,0,0,23,11,42.0,167.64,61.23,172.72,Orthodox,3.77,2.82,0.4,0.31,0.65,0.65,0.3,2.29,0,1,-72,0.12,0,-74,0.12,0,-11,0.0,0,0,71,8,-3,-5.0,2.5400000000000205,0.0,5.0800000000000125,-0.2,0.9200000000000004,0.06,0.23,-0.05,0.26,-0.2,-1.8
UFC 156,jose aldo,frankie edgar,Red,UFC Featherweight Title,1,Men,Decision - Unanimous,5,5,300,Steve Mazzagatti,0,76,253,0.3,76,253,0.3,0,0,0.0,0,0,5,31,8,37.0,170.18,61.23,177.8,Orthodox,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,0,60,272,0.22,63,275,0.23,2,11,0.18,0,0,57,23,11,42.0,167.64,61.23,172.72,Orthodox,3.77,2.82,0.4,0.31,0.65,0.65,0.3,2.29,0,16,-19,0.08,13,-22,0.07,-2,-11,-0.18,0,0,-52,8,-3,-5.0,2.5400000000000205,0.0,5.0800000000000125,-0.2,0.9200000000000004,0.06,0.23,-0.05,0.26,-0.2,-1.8
UFC 191,demetrious johnson,john dodson,Red,UFC Flyweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,88,171,0.51,163,252,0.65,4,13,0.3,0,0,299,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,58,121,0.47,108,174,0.62,1,3,0.33,0,0,175,22,12,39.0,160.02,61.23,167.64,Orthodox,3.2,3.58,0.4,0.28,0.61,0.82,0.0,0.71,0,30,50,0.04,55,78,0.03,3,10,-0.03,0,0,124,5,-9,-2.0,0.0,-4.53,0.0,0.2299999999999999,-1.92,0.14,0.28,0.06,-0.17,0.5,2.64
UFC on FOX,demetrious johnson,john dodson,Red,UFC Flyweight Title,1,Men,Decision - Unanimous,5,5,300,John McCarthy,0,127,247,0.51,181,303,0.6,5,15,0.33,0,0,345,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,1,57,156,0.36,71,170,0.42,1,4,0.25,0,0,154,22,12,39.0,160.02,61.23,167.64,Orthodox,3.2,3.58,0.4,0.28,0.61,0.82,0.0,0.71,-1,70,91,0.15,110,133,0.18,4,11,0.08,0,0,191,5,-9,-2.0,0.0,-4.53,0.0,0.2299999999999999,-1.92,0.14,0.28,0.06,-0.17,0.5,2.64
UFC 189,robbie lawler,rory macdonald,Red,UFC Welterweight Title,1,Men,KO/TKO,5,5,60,John McCarthy,1,70,156,0.44,76,163,0.47,0,0,0.0,0,0,11,30,16,42.0,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0.0,0.65,0,86,222,0.38,87,223,0.39,0,4,0.0,0,0,2,19,4,34.0,182.88,77.11,193.04,Orthodox,3.75,2.8,0.42,0.47,0.62,0.88,0.4,1.77,1,-16,-66,0.06,-11,-60,0.08,0,-4,0.0,0,0,9,11,12,8.0,-2.54,0.0,-5.08,0.1,1.87,0.05,0.17,-0.03,-0.23,-0.4,-1.12
UFC 167,rory macdonald,robbie lawler,Blue,Welterweight,0,Men,Decision - Split,3,3,300,Mario Yamasaki,0,37,107,0.34,41,111,0.37,4,6,0.66,1,0,185,19,4,34.0,182.88,77.11,193.04,Orthodox,3.75,2.8,0.42,0.47,0.62,0.88,0.4,1.77,1,44,102,0.43,65,126,0.52,0,0,0.0,0,1,141,30,16,42.0,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0.0,0.65,-1,-7,5,-0.09,-24,-15,-0.15,4,6,0.66,1,-1,44,-11,-12,-8.0,2.539999999999992,0.0,5.079999999999984,-0.1,-1.87,-0.05,-0.17,0.03,0.2299999999999999,0.4,1.12
UFC 249,anthony pettis,donald cerrone,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,63,113,0.55,81,133,0.61,0,1,0.0,0,0,0,24,10,37.0,177.8,70.31,182.88,Orthodox,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,0,62,148,0.41,62,148,0.42,2,8,0.25,0,0,106,36,17,40.0,185.42,70.31,185.42,Orthodox,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,0,1,-35,0.14,19,-15,0.19,-2,-7,-0.25,0,0,-106,-12,-7,-3.0,-7.62,0.0,-2.54,-1.36,-1.04,0.01,0.1699999999999999,0.01,-0.13,-0.1,-0.55
UFC on FOX,anthony pettis,donald cerrone,Red,Lightweight,0,Men,KO/TKO,1,3,155,Robert Madrigal,1,18,28,0.64,18,28,0.64,0,0,0.0,0,0,2,24,10,37.0,177.8,70.31,182.88,Orthodox,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,0,4,12,0.33,4,12,0.33,0,0,0.0,0,0,0,36,17,40.0,185.42,70.31,185.42,Orthodox,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,1,14,16,0.31,14,16,0.31,0,0,0.0,0,0,2,-12,-7,-3.0,-7.62,0.0,-2.54,-1.36,-1.04,0.01,0.1699999999999999,0.01,-0.13,-0.1,-0.55
UFC on FOX,jacare souza,chris camozzi,Red,Middleweight,0,Men,Submission,1,3,153,Dan Miragliotta,0,6,9,0.66,10,13,0.77,1,1,1.0,1,0,90,26,10,44.0,185.42,83.91,182.88,Orthodox,2.53,2.83,0.47,0.39,0.62,0.57,1.3,2.57,0,7,14,0.5,7,14,0.5,0,0,0.0,0,0,0,24,13,37.0,187.96,83.91,190.5,Orthodox,3.57,2.96,0.44,0.19,0.56,0.57,0.5,0.27,0,-1,-5,0.16,3,-1,0.27,1,1,1.0,1,0,90,2,-3,7.0,-2.54,0.0,-7.62,-1.04,-0.13,0.03,0.2,0.06,0.0,0.8,2.3
